name,id,popularity,followers,genres,spotify_url
Dangerous Dreaming,0vWXZcuwvJKsjqzpunhy4i,26,1033,"hard house, eurodance, trance",https://open.spotify.com/artist/0vWXZcuwvJKsjqzpunhy4i
Kevin,0IxgA9wO4Op3CSnPlhfwV1,65,192188,,https://open.spotify.com/artist/0IxgA9wO4Op3CSnPlhfwV1
Ferrari offG,0VlljnadDEDOcDVGTFQE8T,43,333,"trap funk, brazilian trap",https://open.spotify.com/artist/0VlljnadDEDOcDVGTFQE8T
Ben Hemsley,366L4EjZXBPYbHs9XDQILZ,52,59758,tech house,https://open.spotify.com/artist/366L4EjZXBPYbHs9XDQILZ
Benwal,38nG2aneQSUwlhbhXXZhxl,39,8623,"hard house, eurodance, trance, hypertechno",https://open.spotify.com/artist/38nG2aneQSUwlhbhXXZhxl
Eva Vrijdag,3GyXk7ngAyWtwhKiDLmAJw,17,764,"hard house, acid techno",https://open.spotify.com/artist/3GyXk7ngAyWtwhKiDLmAJw
Faustin,3IWLRKsSdrXlwUBsUQCujU,15,164,afro house,https://open.spotify.com/artist/3IWLRKsSdrXlwUBsUQCujU
Maruwa,6jvVhsNfiC1BXMtZHKpgHF,25,7367,"breakbeat, acid house, hard house",https://open.spotify.com/artist/6jvVhsNfiC1BXMtZHKpgHF
Special Guest DJ,4qbgLDIqPqGvyEznOUGWAD,12,402,,https://open.spotify.com/artist/4qbgLDIqPqGvyEznOUGWAD
ketia,5wDywA7AFhEJdVGCGrTay9,0,116,,https://open.spotify.com/artist/5wDywA7AFhEJdVGCGrTay9
Cincity,2JTUg3LgzJsqxzNnPB9hen,19,1981,afro house,https://open.spotify.com/artist/2JTUg3LgzJsqxzNnPB9hen
Dam Swindle,6hJtgCB3L5cnJSND7sp6GU,47,78197,"deep house, disco house, lo-fi house, funky house, jazz house, house, chicago house",https://open.spotify.com/artist/6hJtgCB3L5cnJSND7sp6GU
Mr. Scruff,2B0PgHZi2zaDqjKe86Gaip,45,168171,"electro swing, trip hop, nu jazz, downtempo, acid jazz",https://open.spotify.com/artist/2B0PgHZi2zaDqjKe86Gaip
Philou Louzolo,4zCYbkxFSNb6T2D2vFSg6C,32,8065,afro house,https://open.spotify.com/artist/4zCYbkxFSNb6T2D2vFSg6C
Bart Skils,6iWBjg4b4ll4jLiParnWXT,49,63529,"techno, minimal techno, tech house",https://open.spotify.com/artist/6iWBjg4b4ll4jLiParnWXT
Joyhauser,59a1Bp0JQfL2mGnpL0lW2Y,47,85167,"techno, acid techno, hard techno, tekno",https://open.spotify.com/artist/59a1Bp0JQfL2mGnpL0lW2Y
Myrath,72500XOYPw5e7OgFWuW2Gl,40,113407,"progressive metal, folk metal, power metal, symphonic metal, melodic metal, metal",https://open.spotify.com/artist/72500XOYPw5e7OgFWuW2Gl
Colyn,5vr1GvUstxr6nwxniKqLOh,51,89197,"melodic techno, melodic house, techno, progressive house",https://open.spotify.com/artist/5vr1GvUstxr6nwxniKqLOh
Ivory (IT),0H1va9wyZWImoOV4euIBcr,34,16846,"melodic techno, melodic house, indie dance",https://open.spotify.com/artist/0H1va9wyZWImoOV4euIBcr
Benjamin Berg,0SPnHadbGo2DYUTVtcBzUo,5,165,,https://open.spotify.com/artist/0SPnHadbGo2DYUTVtcBzUo
D Stone,54G5Bq4yKz8mwGYFsffne9,30,2291,disco house,https://open.spotify.com/artist/54G5Bq4yKz8mwGYFsffne9
Menesix,4g6OmxrDFvrYD0PS9Ki0fQ,41,7379,"tech house, house",https://open.spotify.com/artist/4g6OmxrDFvrYD0PS9Ki0fQ
Luuk Van Dijk,1KFfk3NtblIJtGEqyiR31t,49,38881,"tech house, house",https://open.spotify.com/artist/1KFfk3NtblIJtGEqyiR31t
Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,92,12564722,country,https://open.spotify.com/artist/4oUHIQIBe0LHzYfvXNW4QM
NOACH,3wu6EvSSq2W8iDZcC7AHY5,0,17,,https://open.spotify.com/artist/3wu6EvSSq2W8iDZcC7AHY5
Paula Temple,4iy2RFU8gIpXF5yaK0l8ZT,26,57966,"techno, hard techno, acid techno, tekno, industrial",https://open.spotify.com/artist/4iy2RFU8gIpXF5yaK0l8ZT
Rossi.,7itMGcVGRKS43LcTQvJitf,47,27734,"tech house, house",https://open.spotify.com/artist/7itMGcVGRKS43LcTQvJitf
Running Hot,18QvrAlrBwNeoiAkXE1ikj,18,1348,"acid house, hard house",https://open.spotify.com/artist/18QvrAlrBwNeoiAkXE1ikj
Traumer,55qp3isnfx4ZKPHw5oP4eh,42,38298,"minimal techno, dub techno, tech house, minimalism",https://open.spotify.com/artist/55qp3isnfx4ZKPHw5oP4eh
Vera Grace,6wqGNZUYQB6BwzBg1HBG7J,10,1975,"hard techno, acid techno, industrial",https://open.spotify.com/artist/6wqGNZUYQB6BwzBg1HBG7J
u.r.trax,5bGQtNvk4LrSUTZGzBiZq5,21,9373,"acid techno, techno, hard techno",https://open.spotify.com/artist/5bGQtNvk4LrSUTZGzBiZq5
Zoë Tauran,5fg02ZNJViLdPyxJnRdcsi,61,63959,nederpop,https://open.spotify.com/artist/5fg02ZNJViLdPyxJnRdcsi
Folamour,6pJY5At9SiMpAOBrw9YosS,56,221401,"jazz house, lo-fi house, disco house, funky house",https://open.spotify.com/artist/6pJY5At9SiMpAOBrw9YosS
Marcel Dettmann,1sxHp39RqBEE01pgVqsdyP,34,81763,"techno, minimal techno, dub techno",https://open.spotify.com/artist/1sxHp39RqBEE01pgVqsdyP
Nena,6Tz0QRoe083BcOo2YbG9lV,65,519343,"neue deutsche welle, schlager, german pop",https://open.spotify.com/artist/6Tz0QRoe083BcOo2YbG9lV
Shanti Celeste,3CkM2290WOa2ESzhlu5mzM,36,31409,lo-fi house,https://open.spotify.com/artist/3CkM2290WOa2ESzhlu5mzM
Chloé Robinson,0Qpm94Bbsi44jMAXg0cI66,31,5127,,https://open.spotify.com/artist/0Qpm94Bbsi44jMAXg0cI66
Laidlaw,5dM5Wf7KnwQuqzJNbHqniz,11,1695,,https://open.spotify.com/artist/5dM5Wf7KnwQuqzJNbHqniz
NewTone,6xjjzzfzi4sSbwwZvRYENH,30,2292,hard house,https://open.spotify.com/artist/6xjjzzfzi4sSbwwZvRYENH
Narciss,7jEmLGxzh2RuOwdj96tlyL,45,25871,"hard house, eurodance, trance, hypertechno, techno",https://open.spotify.com/artist/7jEmLGxzh2RuOwdj96tlyL
Slimfit,5N8qQL1DidZbjaqsab2kIy,3,18,,https://open.spotify.com/artist/5N8qQL1DidZbjaqsab2kIy
Adam Pits,0vrrcYDODaghHDyxGZCIis,24,11057,"acid house, breakbeat",https://open.spotify.com/artist/0vrrcYDODaghHDyxGZCIis
Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,71,3676869,"soul, motown, jazz blues",https://open.spotify.com/artist/7nwUJBm0HE4ZxD3f5cy5ok
Marte Truyers,7Enfahh4SAX7E0V6OqLuOY,26,59,,https://open.spotify.com/artist/7Enfahh4SAX7E0V6OqLuOY
Oceanic,7sANqRox5nKK9vc7MZrg81,14,3294,,https://open.spotify.com/artist/7sANqRox5nKK9vc7MZrg81
Robert Bergman,4W5YdsRCiTX1iQxo8gK0z9,0,218,,https://open.spotify.com/artist/4W5YdsRCiTX1iQxo8gK0z9
Tammo Hesselink,476UnBjd8dIwacvae4WSDz,12,1939,"dub techno, breakbeat",https://open.spotify.com/artist/476UnBjd8dIwacvae4WSDz
Verity,3t6mfMqNdnHrH2dqAYDGZH,26,1729,,https://open.spotify.com/artist/3t6mfMqNdnHrH2dqAYDGZH
Virginia,5LlKDT1QsNNXrX6atoNDtP,29,4561,,https://open.spotify.com/artist/5LlKDT1QsNNXrX6atoNDtP
Cheche Cole,1vTh9OJHlNi1sYgUTsqYVI,31,514,latin hip hop,https://open.spotify.com/artist/1vTh9OJHlNi1sYgUTsqYVI
Chlär,3lJoRDjlvFXZLvSRVeM6m8,35,26665,"techno, hard techno, hard house",https://open.spotify.com/artist/3lJoRDjlvFXZLvSRVeM6m8
JSPRV35,1aTylOZDlVxIjwt9lDC69U,15,1611,techno,https://open.spotify.com/artist/1aTylOZDlVxIjwt9lDC69U
Feral,2TlxOsDtu4KuBpdrQctnyu,23,7175,"dub techno, minimal techno",https://open.spotify.com/artist/2TlxOsDtu4KuBpdrQctnyu
TAFKAMP,4GwxugFPFLGMIEF72P7uas,21,7196,"acid techno, techno, hard house",https://open.spotify.com/artist/4GwxugFPFLGMIEF72P7uas
Tasha Cobbs Leonard,5YxebzzreNswbtYC1td4cx,62,1462451,"gospel, worship",https://open.spotify.com/artist/5YxebzzreNswbtYC1td4cx
Martin Dams,6YrBilcLVNzp4EHK8Q6wFv,14,1954,polka,https://open.spotify.com/artist/6YrBilcLVNzp4EHK8Q6wFv
Chaos In The CBD,0QOQc6jEsPX5Y45TV0hXQy,55,119162,"jazz house, lo-fi house",https://open.spotify.com/artist/0QOQc6jEsPX5Y45TV0hXQy
Chrissie Hynde,2ozLlEZTdSV3pjHgWwZMsi,51,34850,,https://open.spotify.com/artist/2ozLlEZTdSV3pjHgWwZMsi
Daphni,4nhvb6x9ZhPiYCzrHDNia9,40,118661,,https://open.spotify.com/artist/4nhvb6x9ZhPiYCzrHDNia9
I-Roy,3sILhd3JYkhVDMy7CVhpZ7,27,37316,"roots reggae, dub, rocksteady, reggae",https://open.spotify.com/artist/3sILhd3JYkhVDMy7CVhpZ7
Marcal,6XVtxL4WRwoEqB1BpLel6y,27,10690,"techno, acid techno, minimal techno",https://open.spotify.com/artist/6XVtxL4WRwoEqB1BpLel6y
Margie Joseph,5pq13QK3UcktjZaDw6dJEc,25,13986,"philly soul, soul",https://open.spotify.com/artist/5pq13QK3UcktjZaDw6dJEc
Moxie,6PlM5XYg7qRRADpIIX1h6H,0,101,,https://open.spotify.com/artist/6PlM5XYg7qRRADpIIX1h6H
Sisi,6DM0KWyDnsqdKIfFvk6d8f,46,22717,,https://open.spotify.com/artist/6DM0KWyDnsqdKIfFvk6d8f
Baron Von Trax,0fwVrpm40ibmSV0BNqbQgT,38,7508,"hard house, eurodance, trance, hypertechno",https://open.spotify.com/artist/0fwVrpm40ibmSV0BNqbQgT
Crypton,592FgKnDnLHT1jLLLwGjR2,36,8821,"frenchcore, hardcore, hardstyle, speedcore, hardcore techno, gabber",https://open.spotify.com/artist/592FgKnDnLHT1jLLLwGjR2
DESIREE,6TZbLCcOCv1DJvN28x3FBa,43,15750,afro house,https://open.spotify.com/artist/6TZbLCcOCv1DJvN28x3FBa
DjRUM,4HwlolvniI44ETSg5tajeZ,49,74241,"idm, dub techno, breakbeat",https://open.spotify.com/artist/4HwlolvniI44ETSg5tajeZ
EMVE,45Qs6FjxLLm0OBpXGAxNFm,1,139,,https://open.spotify.com/artist/45Qs6FjxLLm0OBpXGAxNFm
DJ IP,7fv38XqMnjKou11W8jG4aK,39,1162,"hard house, eurodance, trance",https://open.spotify.com/artist/7fv38XqMnjKou11W8jG4aK
JASSS,4reMrexillTAvq1AQr6MzV,15,10809,,https://open.spotify.com/artist/4reMrexillTAvq1AQr6MzV
Lewis G. Burton,3t30xRbe1nnGpXULi1sjeD,0,414,techno,https://open.spotify.com/artist/3t30xRbe1nnGpXULi1sjeD
Moxes,3ShS1XN8tpmucRu7buuaiI,0,38,glitch,https://open.spotify.com/artist/3ShS1XN8tpmucRu7buuaiI
Normaal,2QU0ew2k2IZJifa8VWevSv,49,57211,"nederpop, polka",https://open.spotify.com/artist/2QU0ew2k2IZJifa8VWevSv
Schwesta Ewa,7jDSMakHqXFe8kIaXfz8jD,49,255044,german hip hop,https://open.spotify.com/artist/7jDSMakHqXFe8kIaXfz8jD
Soft Dream Music,7yQtgLEGul56KIdxMfnv6s,66,1383,,https://open.spotify.com/artist/7yQtgLEGul56KIdxMfnv6s
Spike Lee,5qcmkGlp3BbjQTGthwf6Yc,12,572,,https://open.spotify.com/artist/5qcmkGlp3BbjQTGthwf6Yc
Leonard Bernstein,2LmyJyCF5V1eQyvHgJNbTn,62,237257,"classical, orchestra",https://open.spotify.com/artist/2LmyJyCF5V1eQyvHgJNbTn
Yazzus,0KWutsZ75Y4GvjcPTFnKXU,19,3905,"breakbeat, footwork, jungle",https://open.spotify.com/artist/0KWutsZ75Y4GvjcPTFnKXU
Yones,4N17OhUwwkZyxTwkxS6eYN,0,584,,https://open.spotify.com/artist/4N17OhUwwkZyxTwkxS6eYN
Acidheaven,6EhHptnxSMTM4gHVHP5jwl,8,14,,https://open.spotify.com/artist/6EhHptnxSMTM4gHVHP5jwl
Ignez,35vEDafV45d7QN0D5rRwYV,28,8179,"techno, minimal techno",https://open.spotify.com/artist/35vEDafV45d7QN0D5rRwYV
Across Boundaries,05LFLggIBdr1eWwonERbmT,41,4951,house,https://open.spotify.com/artist/05LFLggIBdr1eWwonERbmT
Automatic Writing,2BuuBgZfD8ZaRB6MECRyQT,0,109,synthpop,https://open.spotify.com/artist/2BuuBgZfD8ZaRB6MECRyQT
Captain Jack,1b81zU0IfjHE8krv2IZ0Hf,51,96800,"eurodance, europop",https://open.spotify.com/artist/1b81zU0IfjHE8krv2IZ0Hf
Frank Haag,62p1aDUd9JydSGFqRSYZVz,1,334,lo-fi house,https://open.spotify.com/artist/62p1aDUd9JydSGFqRSYZVz
Gene On Earth,0nFTxvt33kxliqqvTXT2Hj,22,7590,"lo-fi house, acid house",https://open.spotify.com/artist/0nFTxvt33kxliqqvTXT2Hj
Arapu,5bryZtVQyNPDVvvHf10YUN,20,13274,"minimal techno, minimalism",https://open.spotify.com/artist/5bryZtVQyNPDVvvHf10YUN
Just Lauren,1VjYvpo2gVdeQQ3TXxfkyj,0,106,"breakbeat, indie dance",https://open.spotify.com/artist/1VjYvpo2gVdeQQ3TXxfkyj
Locklead,14X4Rn0s4EuGtizL0l8IIw,47,12656,"house, tech house",https://open.spotify.com/artist/14X4Rn0s4EuGtizL0l8IIw
Mathew Jonson,6PTy8QkZxHr7Thp8SPYE71,30,33127,"minimal techno, melodic techno, techno",https://open.spotify.com/artist/6PTy8QkZxHr7Thp8SPYE71
Massimiliano Pagliara,6rr6POhpIL25CJFS3o3Dym,32,16129,"italo disco, italo dance, indie dance, acid house",https://open.spotify.com/artist/6rr6POhpIL25CJFS3o3Dym
moopie,2vd6miEOLbHfh4JbXE13In,0,195,,https://open.spotify.com/artist/2vd6miEOLbHfh4JbXE13In
Recondite,1doQgXssRfKnLx70adszbK,42,137920,"melodic techno, minimal techno, techno",https://open.spotify.com/artist/1doQgXssRfKnLx70adszbK
Sonja Moonear,51LkkgmLryX5VSMNhVALeJ,11,6137,,https://open.spotify.com/artist/51LkkgmLryX5VSMNhVALeJ
Stella Zekri,4uc9QMFeaae8AFQEYVHVVf,0,25,,https://open.spotify.com/artist/4uc9QMFeaae8AFQEYVHVVf
VNTM,3OIINbAKKK2MjCiFEpEft3,29,8556,"melodic techno, techno, melodic house",https://open.spotify.com/artist/3OIINbAKKK2MjCiFEpEft3
Alex Dima,5GgryoT7gIwyLe9dN6l4DN,0,11,,https://open.spotify.com/artist/5GgryoT7gIwyLe9dN6l4DN
György Ligeti,1zb5zmIuX2lTbzcn7YeQlg,35,78226,avant-garde,https://open.spotify.com/artist/1zb5zmIuX2lTbzcn7YeQlg
Colin Benders,0InPKJ21u1TMt0hzF1Y4wz,22,17672,,https://open.spotify.com/artist/0InPKJ21u1TMt0hzF1Y4wz
Megan Leber,3cgCH6NmxtqBJ11v4da7fr,1,98,,https://open.spotify.com/artist/3cgCH6NmxtqBJ11v4da7fr
Bushbaby,6YYg4TQoF8cp50IuM2vU4C,44,22850,"uk garage, bassline, bass house, hard house",https://open.spotify.com/artist/6YYg4TQoF8cp50IuM2vU4C
